Fault_Index,Latitude,Longitude,Depth
86,344193.7597,1167897.33,6203.295057
86,344350.432,1167897.33,6345.163718
87,344131.9102,1167538.001,6474.678736
87,344447.2821,1167538.001,6302.753526
87,344131.9102,1168109.498,6749.5482
87,344447.2821,1168109.498,6577.622991
88,343164.2509,1168701.302,5975.134633
88,343639.714,1168701.302,5992.906044
88,343164.2509,1168922.964,5975.49541
88,343639.714,1168922.964,5993.266821
89,343624.6771,1167076.886,6516.966167
89,344152.5219,1167076.886,6600.705207
89,343624.6771,1167761.072,6485.97654
89,344152.5219,1167761.072,6569.715581
90,344043.0976,1167355.494,6453.848873
90,344474.765,1167355.494,6551.284569
90,344043.0976,1168112.077,6477.799058
90,344474.765,1168112.077,6575.234754
91,342300.9575,1169161.102,7109.771675
91,342300.9575,1169161.102,7109.771675
91,342300.9575,1169161.102,7109.771675
91,342300.9575,1169161.102,7109.771675
92,343285.3836,1167213.711,6397.932766
92,343720.9874,1167213.711,6667.272753
92,343285.3836,1167793.144,6591.595535
92,343720.9874,1167793.144,6860.935522
93,343986.0099,1169370.132,5979.776282
93,343986.0099,1169370.132,5979.776282
93,343986.0099,1169370.132,5979.776282
93,343986.0099,1169370.132,5979.776282
94,344305.679,1167979.892,6532.299658
94,344642.0173,1167979.892,6669.966284
94,344305.679,1168729.1,6701.782552
94,344642.0173,1168729.1,6839.449178
95,342032.1639,1169554.242,6370.073485
95,342032.1639,1169554.242,6370.073485
95,342032.1639,1169554.242,6370.073485
95,342032.1639,1169554.242,6370.073485
96,343148.4867,1167035.929,6525.407036
96,343601.3869,1167035.929,6378.030909
96,343148.4867,1167608.067,6789.867118
96,343601.3869,1167608.067,6642.490991
97,344307.7847,1167823.368,6812.364918
97,344579.8114,1167823.368,6769.238084
97,344307.7847,1168435.606,6692.817066
97,344579.8114,1168435.606,6649.690232
98,343499.9114,1168539.487,9546.663679
98,343607.1149,1168539.487,6452.407639
98,343499.9114,1168797.759,6461.672782
98,343607.1149,1168797.759,3367.416742
99,344594.4196,1160168.452,7023.600711
99,344594.4196,1160168.452,7023.600711
99,344594.4196,1160168.452,7023.600711
99,344594.4196,1160168.452,7023.600711
100,343515.1751,1167885.08,6674.383664
100,343515.1751,1167885.08,6674.383664
100,343515.1751,1167885.08,6674.383664
100,343515.1751,1167885.08,6674.383664
101,343990.781,1169585.236,6695.21993
101,343990.781,1169585.236,6695.21993
101,343990.781,1169585.236,6695.21993
101,343990.781,1169585.236,6695.21993
102,341274.1008,1169015.558,6381.523662
102,341626.2259,1169015.558,6595.083525
102,341274.1008,1169415.742,6694.595981
102,341626.2259,1169415.742,6908.155844
103,342376.724,1166248.928,6586.915426
103,342551.785,1166248.928,6522.423369
103,342376.724,1166811.337,6669.853547
103,342551.785,1166811.337,6605.361491
104,343096.1326,1169201.429,6726.075585
104,343491.4831,1169201.429,6545.887918
104,343096.1326,1169864.276,6790.077182
104,343491.4831,1169864.276,6609.889516
105,344227.0102,1164812.243,6781.088704
105,344255.9979,1164812.243,6814.082043
105,344227.0102,1165361.852,6791.757337
105,344255.9979,1165361.852,6824.750676
106,344384.1008,1160949.611,7042.260062
106,344534.9148,1160949.611,7012.59212
106,344384.1008,1161015.073,6996.956436
106,344534.9148,1161015.073,6967.288493
107,343754.7104,1168184.115,6839.083836
107,344308.8811,1168184.115,6498.825996
107,343754.7104,1168664.911,7092.592411
107,344308.8811,1168664.911,6752.334572
108,342865.3088,1167738.158,6500.32338
108,343343.6238,1167738.158,6663.274581
108,342865.3088,1168330.151,6532.065012
108,343343.6238,1168330.151,6695.016213
109,343907.6049,1168751.821,6700.96444
109,343907.6049,1168751.821,6700.96444
109,343907.6049,1168751.821,6700.96444
109,343907.6049,1168751.821,6700.96444
110,342417.4646,1165893.854,6377.143754
110,342953.0913,1165893.854,6173.061994
110,342417.4646,1166405.581,6701.602553
110,342953.0913,1166405.581,6497.520794
111,341820.7784,1169172.574,6867.982111
111,341820.7784,1169172.574,6867.982111
111,341820.7784,1169172.574,6867.982111
111,341820.7784,1169172.574,6867.982111
112,343512.388,1169089.673,6851.843808
112,343842.5369,1169089.673,6005.340899
112,343512.388,1169655.913,7680.994329
112,343842.5369,1169655.913,6834.49142
113,342443.3628,1165630.997,6275.856133
113,342763.4712,1165630.997,6314.210214
113,342443.3628,1166159.371,6532.352045
113,342763.4712,1166159.371,6570.706126
114,343071.4068,1167738.602,6567.570277
114,343469.328,1167738.602,6703.803949
114,343071.4068,1168415.001,6307.485951
114,343469.328,1168415.001,6443.719623
115,344229.7075,1164909.201,6521.00756
115,344538.9453,1164909.201,6290.85324
115,344229.7075,1165509.931,6955.542023
115,344538.9453,1165509.931,6725.387702
116,343673.1814,1169026.858,6321.469631
116,343930.5484,1169026.858,6745.354563
116,343673.1814,1169199.683,6569.768854
116,343930.5484,1169199.683,6993.653786
117,342045.1626,1166124.029,6365.43693
117,342045.1626,1166124.029,6365.43693
117,342045.1626,1166124.029,6365.43693
117,342045.1626,1166124.029,6365.43693
118,342853.937,1167706.75,6337.968805
118,343357.4576,1167706.75,6419.484054
118,342853.937,1168336.442,6275.535629
118,343357.4576,1168336.442,6357.050878
119,342811.2976,1167645.907,6018.459595
119,342859.7824,1167645.907,6208.006592
119,342811.2976,1167794.664,6049.556093
119,342859.7824,1167794.664,6239.10309
120,343567.1416,1168322.729,7333.276819
120,343692.2785,1168322.729,7587.326333
120,343567.1416,1168597.096,6249.569425
120,343692.2785,1168597.096,6503.618939
121,343031.5567,1167703.508,6503.813904
121,343411.6245,1167703.508,6425.885923
121,343031.5567,1168175.369,6556.776475
121,343411.6245,1168175.369,6478.848493
122,342852.73,1167545.147,6657.974373
122,343123.7745,1167545.147,6504.442615
122,342852.73,1168064.908,6517.150552
122,343123.7745,1168064.908,6363.618794
123,342421.6292,1167782.457,6298.427962
123,342688.9694,1167782.457,6391.708014
123,342421.6292,1168154.996,6484.686578
123,342688.9694,1168154.996,6577.96663
124,344306.7571,1164022.831,6430.036353
124,344528.8959,1164022.831,6638.406572
124,344306.7571,1164247.143,6508.826129
124,344528.8959,1164247.143,6717.196348
125,343224.4892,1168622.354,6553.960598
125,343643.8778,1168622.354,6807.83171
125,343224.4892,1169250.453,6460.891785
125,343643.8778,1169250.453,6714.762897
126,341840.0913,1165582.1,6196.827131
126,342218.253,1165582.1,6487.584859
126,341840.0913,1165741.963,6282.719609
126,342218.253,1165741.963,6573.477338
127,344418.1708,1160057.041,6994.798632
127,344856.1932,1160057.041,6940.793738
127,344418.1708,1160881.405,7023.178515
127,344856.1932,1160881.405,6969.173621
128,342418.5502,1170339.752,6700.609719
128,342418.5502,1170339.752,6700.609719
128,342418.5502,1170339.752,6700.609719
128,342418.5502,1170339.752,6700.609719
129,344471.6375,1164564.629,6695.189648
129,344580.4282,1164564.629,6491.467066
129,344471.6375,1164794.843,6790.202925
129,344580.4282,1164794.843,6586.480344
130,343594.566,1168891.1,6637.826825
130,344084.8359,1168891.1,6601.305418
130,343594.566,1169596.13,6861.535445
130,344084.8359,1169596.13,6825.014038
131,344286.8109,1160920.925,6973.295966
131,344740.1233,1160920.925,7051.965332
131,344286.8109,1161343.007,6927.774099
131,344740.1233,1161343.007,7006.443465
132,341677.5056,1165846.229,6330.600481
132,341868.5417,1165846.229,6576.313455
132,341677.5056,1165927.045,6356.616303
132,341868.5417,1165927.045,6602.329277
133,340920.1735,1170077.583,6883.590071
133,341308.5224,1170077.583,6950.318638
133,340920.1735,1170489.035,6760.882022
133,341308.5224,1170489.035,6827.610589
134,343346.7076,1168859.36,6559.710082
134,344008.6481,1168859.36,6567.940309
134,343346.7076,1169442.754,6784.918125
134,344008.6481,1169442.754,6793.148352
135,344355.2122,1160818.725,6934.240943
135,344411.19,1160818.725,7000.851368
135,344355.2122,1161117.489,6978.315984
135,344411.19,1161117.489,7044.92641
136,344126.9456,1165453.063,6581.743127
136,344126.9456,1165453.063,6581.743127
136,344126.9456,1165453.063,6581.743127
136,344126.9456,1165453.063,6581.743127
137,343242.055,1168627.416,6694.686583
137,343674.2423,1168627.416,6701.811
137,343242.055,1169215.727,6585.604863
137,343674.2423,1169215.727,6592.729281
138,344200.786,1160699.858,6981.280856
138,344568.3411,1160699.858,6961.126451
138,344200.786,1161332.385,6925.997846
138,344568.3411,1161332.385,6905.843441
139,343679.3353,1168459.34,6313.895413
139,343871.9283,1168459.34,6487.408892
139,343679.3353,1169190.467,6618.525916
139,343871.9283,1169190.467,6792.039395
140,344284.16,1160433.786,7018.994094
140,344584.3955,1160433.786,6894.648709
140,344284.16,1161039.555,7052.779819
140,344584.3955,1161039.555,6928.434435
141,344442.2942,1165033.197,6652.179891
141,344829.0152,1165033.197,6597.577693
141,344442.2942,1165824.339,6729.340636
141,344829.0152,1165824.339,6674.738439
142,343144.6697,1169564.735,6567.058237
142,343547.4443,1169564.735,6824.781926
142,343144.6697,1170189.843,6636.411288
142,343547.4443,1170189.843,6894.134977
143,344350.8954,1164587.127,6695.265756
143,344350.8954,1164587.127,6695.265756
143,344350.8954,1164587.127,6695.265756
143,344350.8954,1164587.127,6695.265756
144,343827.4714,1169160.479,6662.354095
144,344316.6586,1169160.479,6757.794882
144,343827.4714,1169766.372,6719.646577
144,344316.6586,1169766.372,6815.087364
145,343391.6468,1170023.431,8794.784631
145,343555.737,1170023.431,6767.380316
145,343391.6468,1170416.021,6728.258593
145,343555.737,1170416.021,4700.854278
146,341955.9264,1165170.224,7084.231152
146,341955.9264,1165170.224,7084.231152
146,341955.9264,1165170.224,7084.231152
146,341955.9264,1165170.224,7084.231152
147,344342.5306,1160754.469,6946.717422
147,344664.1769,1160754.469,7035.575399
147,344342.5306,1161011.884,6686.682502
147,344664.1769,1161011.884,6775.540479
148,343557.718,1169745.946,6696.535393
148,343557.718,1169745.946,6696.535393
148,343557.718,1169745.946,6696.535393
148,343557.718,1169745.946,6696.535393
149,344609.9949,1165039.581,6730.696435
149,344827.9537,1165039.581,6655.776744
149,344609.9949,1165574.085,6741.339118
149,344827.9537,1165574.085,6666.419427
150,345970.146,1166373.254,6649.932251
150,346277.1053,1166373.254,6847.647547
150,345970.146,1167086.422,6499.197572
150,346277.1053,1167086.422,6696.912868
151,343334.1677,1169188.052,6755.641744
151,343797.1183,1169188.052,6690.712081
151,343334.1677,1169863.103,6745.446102
151,343797.1183,1169863.103,6680.516439
152,344392.4578,1160703.359,6852.37007
152,344588.5208,1160703.359,7051.722737
152,344392.4578,1161015.908,6956.1571
152,344588.5208,1161015.908,7155.509767
153,344417.5705,1164489.19,6638.275624
153,344647.6669,1164489.19,6158.126391
153,344417.5705,1164648.65,7028.226977
153,344647.6669,1164648.65,6548.077743
154,345991.4663,1166812.251,6374.105822
154,346272.5123,1166812.251,6609.765374
154,345991.4663,1167116.102,6730.793561
154,346272.5123,1167116.102,6966.453114
155,343128.7447,1167639.678,6675.11617
155,343454.1026,1167639.678,7237.98626
155,343128.7447,1168036.842,6415.632443
155,343454.1026,1168036.842,6978.502533
156,345906.4491,1166402.805,6347.415544
156,346278.1251,1166402.805,6673.901981
156,345906.4491,1167279.851,6855.788996
156,346278.1251,1167279.851,7182.275433
157,344519.2726,1161111.367,6918.232112
157,344519.2726,1161111.367,6918.232112
157,344519.2726,1161111.367,6918.232112
157,344519.2726,1161111.367,6918.232112
158,341122.6337,1170310.383,6868.808972
158,341122.6337,1170310.383,6868.808972
158,341122.6337,1170310.383,6868.808972
158,341122.6337,1170310.383,6868.808972
159,346171.2896,1166388.806,3036.276513
159,346279.9041,1166388.806,6851.183767
159,346171.2896,1166697.949,6990.472393
159,346279.9041,1166697.949,10805.37965
160,344490.5224,1169919.75,6982.055687
160,344490.5224,1169919.75,6982.055687
160,344490.5224,1169919.75,6982.055687
160,344490.5224,1169919.75,6982.055687
161,343618.349,1169968.712,6789.865509
161,343618.349,1169968.712,6789.865509
161,343618.349,1169968.712,6789.865509
161,343618.349,1169968.712,6789.865509
162,344199.6924,1168811.22,6862.680396
162,344199.6924,1168811.22,6862.680396
162,344199.6924,1168811.22,6862.680396
162,344199.6924,1168811.22,6862.680396
163,346071.0074,1167084.503,6506.095604
163,346113.5433,1167084.503,6513.844462
163,346071.0074,1167418.994,7166.397564
163,346113.5433,1167418.994,7174.146423
164,341947.9541,1165552.955,6172.738473
164,341947.9541,1165552.955,6172.738473
164,341947.9541,1165552.955,6172.738473
164,341947.9541,1165552.955,6172.738473
165,345795.742,1166868.896,6791.295048
165,345841.7987,1166868.896,6826.918018
165,345795.742,1167091.775,6935.456696
165,345841.7987,1167091.775,6971.079667
166,343554.3062,1169793.597,6952.068932
166,343554.3062,1169793.597,6952.068932
166,343554.3062,1169793.597,6952.068932
166,343554.3062,1169793.597,6952.068932
167,343561.6809,1169417.113,5980.543661
167,343561.6809,1169417.113,5980.543661
167,343561.6809,1169417.113,5980.543661
167,343561.6809,1169417.113,5980.543661
168,344107.1979,1169565.186,6729.764374
168,344107.1979,1169565.186,6729.764374
168,344107.1979,1169565.186,6729.764374
168,344107.1979,1169565.186,6729.764374
169,346278.032,1167068.036,6929.80911
169,346278.032,1167068.036,6929.80911
169,346278.032,1167068.036,6929.80911
169,346278.032,1167068.036,6929.80911
170,342263.3471,1168132.697,6527.707206
170,342263.3471,1168132.697,6527.707206
170,342263.3471,1168132.697,6527.707206
170,342263.3471,1168132.697,6527.707206
171,344108.7619,1169866.19,6614.036312
171,344108.7619,1169866.19,6614.036312
171,344108.7619,1169866.19,6614.036312
171,344108.7619,1169866.19,6614.036312
172,346915.5691,1165123,6882.924775
172,346915.5691,1165123,6882.924775
172,346915.5691,1165123,6882.924775
172,346915.5691,1165123,6882.924775
173,344610.0174,1167263.986,6523.032958
173,344610.0174,1167263.986,6523.032958
173,344610.0174,1167263.986,6523.032958
173,344610.0174,1167263.986,6523.032958
174,344534.4437,1168747.157,6977.762436
174,344534.4437,1168747.157,6977.762436
174,344534.4437,1168747.157,6977.762436
174,344534.4437,1168747.157,6977.762436
175,344211.1809,1165187.819,6739.533201
175,344734.8882,1165187.819,6993.928619
175,344211.1809,1165571.434,6312.744448
175,344734.8882,1165571.434,6567.139866
176,344048.5241,1169822.927,6753.91223
176,344298.1324,1169822.927,6693.134144
176,344048.5241,1169983.612,6870.210164
176,344298.1324,1169983.612,6809.432079
