Fault_Index,Latitude,Longitude,Depth
177,343279.3462,1169085.301,6008.703712
177,343279.3462,1169085.301,6008.703712
177,343279.3462,1169085.301,6008.703712
177,343279.3462,1169085.301,6008.703712
178,343426.6474,1168542.678,6821.11416
178,343616.7366,1168542.678,6793.656417
178,343426.6474,1168677.828,6884.707508
178,343616.7366,1168677.828,6857.249765
179,344410.3216,1160527.506,7131.273844
179,344410.3216,1160527.506,7131.273844
179,344410.3216,1160527.506,7131.273844
179,344410.3216,1160527.506,7131.273844
180,342948.2981,1169386.828,6615.555287
180,343421.2083,1169386.828,6690.008459
180,342948.2981,1169842.25,7064.882256
180,343421.2083,1169842.25,7139.335427
181,342290.4806,1168010.155,6303.321193
181,342290.4806,1168010.155,6303.321193
181,342290.4806,1168010.155,6303.321193
181,342290.4806,1168010.155,6303.321193
182,344093.5383,1169699.573,6758.456859
182,344093.5383,1169699.573,6758.456859
182,344093.5383,1169699.573,6758.456859
182,344093.5383,1169699.573,6758.456859
183,343678.8532,1168271.42,6373.956551
183,343885.9222,1168271.42,6604.212834
183,343678.8532,1169105.249,6300.695523
183,343885.9222,1169105.249,6530.951807
184,344710.8927,1161186.369,6873.770571
184,344710.8927,1161186.369,6873.770571
184,344710.8927,1161186.369,6873.770571
184,344710.8927,1161186.369,6873.770571
185,341141.8602,1169790.527,6318.26207
185,341269.3364,1169790.527,6586.810356
185,341141.8602,1170285.342,6227.544579
185,341269.3364,1170285.342,6496.092865
186,341631.2327,1165566.385,6170.737507
186,341631.2327,1165566.385,6170.737507
186,341631.2327,1165566.385,6170.737507
186,341631.2327,1165566.385,6170.737507
187,344005.2113,1170692.859,6775.445621
187,344036.5568,1170692.859,6752.557618
187,344005.2113,1170859.696,7126.872195
187,344036.5568,1170859.696,7103.984193
188,343181.2058,1167335.46,6521.569372
188,343181.2058,1167335.46,6521.569372
188,343181.2058,1167335.46,6521.569372
188,343181.2058,1167335.46,6521.569372
189,341870.4471,1169233.041,5947.305648
189,341870.4471,1169233.041,5947.305648
189,341870.4471,1169233.041,5947.305648
189,341870.4471,1169233.041,5947.305648
190,344253.9081,1167080.135,7457.814628
190,344253.9081,1167080.135,7457.814628
190,344253.9081,1167080.135,7457.814628
190,344253.9081,1167080.135,7457.814628
191,343787.1957,1169836.92,6841.420778
191,343787.1957,1169836.92,6841.420778
191,343787.1957,1169836.92,6841.420778
191,343787.1957,1169836.92,6841.420778
192,343255.3703,1169466.159,5982.036211
192,343255.3703,1169466.159,5982.036211
192,343255.3703,1169466.159,5982.036211
192,343255.3703,1169466.159,5982.036211
193,344725.6718,1167034.918,6778.618286
193,344725.6718,1167034.918,6778.618286
193,344725.6718,1167034.918,6778.618286
193,344725.6718,1167034.918,6778.618286
194,343607.7519,1170179.734,7119.200307
194,343607.7519,1170179.734,7119.200307
194,343607.7519,1170179.734,7119.200307
194,343607.7519,1170179.734,7119.200307
195,344610.1455,1165032.499,6748.877115
195,344827.0196,1165032.499,6630.984194
195,344610.1455,1165531.722,6880.553804
195,344827.0196,1165531.722,6762.660884
196,345908.583,1167005.014,6913.953524
196,346129.8575,1167005.014,6539.434362
196,345908.583,1167545.063,7294.105427
196,346129.8575,1167545.063,6919.586265
197,343866.4081,1167187.151,6477.230724
197,343866.4081,1167187.151,6477.230724
197,343866.4081,1167187.151,6477.230724
197,343866.4081,1167187.151,6477.230724
198,345182.2148,1166426.041,7625.656618
198,345182.2148,1166426.041,7625.656618
198,345182.2148,1166426.041,7625.656618
198,345182.2148,1166426.041,7625.656618
199,345468.377,1166954.465,5969.331199
199,345468.377,1166954.465,5969.331199
199,345468.377,1166954.465,5969.331199
199,345468.377,1166954.465,5969.331199
200,344044.0565,1170185.073,6873.094902
200,344044.0565,1170185.073,6873.094902
200,344044.0565,1170185.073,6873.094902
200,344044.0565,1170185.073,6873.094902
201,344259.3941,1165930.21,6868.746177
201,344259.3941,1165930.21,6868.746177
201,344259.3941,1165930.21,6868.746177
201,344259.3941,1165930.21,6868.746177
202,342207.8672,1166367.429,6763.532905
202,342207.8672,1166367.429,6763.532905
202,342207.8672,1166367.429,6763.532905
202,342207.8672,1166367.429,6763.532905
203,344346.8624,1164329.081,6318.198305
203,344346.8624,1164329.081,6318.198305
203,344346.8624,1164329.081,6318.198305
203,344346.8624,1164329.081,6318.198305
204,344320.5051,1171051.107,7076.888989
204,344320.5051,1171051.107,7076.888989
204,344320.5051,1171051.107,7076.888989
204,344320.5051,1171051.107,7076.888989
205,344748.9363,1165092.912,6396.016815
205,345022.6636,1165092.912,6559.226198
205,344748.9363,1165321.917,6626.034424
205,345022.6636,1165321.917,6789.243807
206,346105.533,1167523.037,6641.048212
206,346105.533,1167523.037,6641.048212
206,346105.533,1167523.037,6641.048212
206,346105.533,1167523.037,6641.048212
207,342671.3274,1168039.796,6611.366129
207,342671.3274,1168039.796,6611.366129
207,342671.3274,1168039.796,6611.366129
207,342671.3274,1168039.796,6611.366129
208,345361.519,1166233.586,7611.15716
208,345361.519,1166233.586,7611.15716
208,345361.519,1166233.586,7611.15716
208,345361.519,1166233.586,7611.15716
209,346268.2399,1167751.786,6950.685629
209,346268.2399,1167751.786,6950.685629
209,346268.2399,1167751.786,6950.685629
209,346268.2399,1167751.786,6950.685629
210,343442.0333,1168800.444,6640.719884
210,343672.9242,1168800.444,6783.225966
210,343442.0333,1169139.529,6510.545286
210,343672.9242,1169139.529,6653.051368
211,346055.4201,1167224.463,6397.539422
211,346163.1741,1167224.463,6794.026728
211,346055.4201,1167523,6438.131919
211,346163.1741,1167523,6834.619225
212,344368.9088,1167013.443,6098.546862
212,344368.9088,1167013.443,6098.546862
212,344368.9088,1167013.443,6098.546862
212,344368.9088,1167013.443,6098.546862
213,343569.6289,1170085.819,6536.275047
213,343569.6289,1170085.819,6536.275047
213,343569.6289,1170085.819,6536.275047
213,343569.6289,1170085.819,6536.275047
214,346105.9871,1166459.322,6052.455606
214,346105.9871,1166459.322,6052.455606
214,346105.9871,1166459.322,6052.455606
214,346105.9871,1166459.322,6052.455606
215,343208.9699,1167324.19,6592.06324
215,343360.3004,1167324.19,6494.497282
215,343208.9699,1167777.324,6943.254515
215,343360.3004,1167777.324,6845.688556
216,343919.6876,1168967.561,6409.264443
216,344243.0065,1168967.561,6683.244868
216,343919.6876,1169549.984,6631.403255
216,344243.0065,1169549.984,6905.38368
217,342469.1703,1171036.496,6608.952876
217,342469.1703,1171036.496,6608.952876
217,342469.1703,1171036.496,6608.952876
217,342469.1703,1171036.496,6608.952876
218,341057.1761,1169458.763,6697.454258
218,341057.1761,1169458.763,6697.454258
218,341057.1761,1169458.763,6697.454258
218,341057.1761,1169458.763,6697.454258
219,345978.3575,1167753.566,6860.608785
219,345978.3575,1167753.566,6860.608785
219,345978.3575,1167753.566,6860.608785
219,345978.3575,1167753.566,6860.608785
220,342454.2889,1167807.1,6315.777242
220,342454.2889,1167807.1,6315.777242
220,342454.2889,1167807.1,6315.777242
220,342454.2889,1167807.1,6315.777242
221,343369.8842,1167424.218,6725.531025
221,343652.4603,1167424.218,6656.890845
221,343369.8842,1167735.877,6155.032029
221,343652.4603,1167735.877,6086.39185
222,345110.9225,1166486.141,6421.062342
222,345110.9225,1166486.141,6421.062342
222,345110.9225,1166486.141,6421.062342
222,345110.9225,1166486.141,6421.062342
223,344071.0767,1168411.852,6841.402899
223,344071.0767,1168411.852,6841.402899
223,344071.0767,1168411.852,6841.402899
223,344071.0767,1168411.852,6841.402899
224,343249.7785,1168647.205,6621.140646
224,343371.0229,1168647.205,6731.168009
224,343249.7785,1168737.636,6663.636734
224,343371.0229,1168737.636,6773.664096
225,341917.5746,1167544.565,6061.845978
225,341917.5746,1167544.565,6061.845978
225,341917.5746,1167544.565,6061.845978
225,341917.5746,1167544.565,6061.845978
226,341252.1742,1169630.961,6329.28716
226,341252.1742,1169630.961,6329.28716
226,341252.1742,1169630.961,6329.28716
226,341252.1742,1169630.961,6329.28716
227,343792.0849,1169772.064,6774.300568
227,343860.2608,1169772.064,6728.981383
227,343792.0849,1169870.567,6937.884508
227,343860.2608,1169870.567,6892.565323
228,343383.2968,1166546.411,6400.89632
228,343383.2968,1166546.411,6400.89632
228,343383.2968,1166546.411,6400.89632
228,343383.2968,1166546.411,6400.89632
229,341660.3835,1166454.437,5956.921044
229,341660.3835,1166454.437,5956.921044
229,341660.3835,1166454.437,5956.921044
229,341660.3835,1166454.437,5956.921044
230,344096.4428,1167606.93,6742.142896
230,344096.4428,1167606.93,6742.142896
230,344096.4428,1167606.93,6742.142896
230,344096.4428,1167606.93,6742.142896
231,340639.7874,1169632.19,6758.439791
231,340639.7874,1169632.19,6758.439791
231,340639.7874,1169632.19,6758.439791
231,340639.7874,1169632.19,6758.439791
232,344015.747,1169492.442,6576.289681
232,344015.747,1169492.442,6576.289681
232,344015.747,1169492.442,6576.289681
232,344015.747,1169492.442,6576.289681
233,342170.9412,1167422.573,6582.546528
233,342170.9412,1167422.573,6582.546528
233,342170.9412,1167422.573,6582.546528
233,342170.9412,1167422.573,6582.546528
234,343388.9953,1170333.143,6673.635512
234,343388.9953,1170333.143,6673.635512
234,343388.9953,1170333.143,6673.635512
234,343388.9953,1170333.143,6673.635512
235,343129.3634,1168318.1,6877.099561
235,343487.2853,1168318.1,6506.457289
235,343129.3634,1168637.913,6847.707884
235,343487.2853,1168637.913,6477.065612
236,342803.3029,1165634.553,6733.17135
236,342803.3029,1165634.553,6733.17135
236,342803.3029,1165634.553,6733.17135
236,342803.3029,1165634.553,6733.17135
237,344223.1962,1168494.298,6943.99197
237,344223.1962,1168494.298,6943.99197
237,344223.1962,1168494.298,6943.99197
237,344223.1962,1168494.298,6943.99197
238,343361.2737,1169556.142,6665.149919
238,343361.2737,1169556.142,6665.149919
238,343361.2737,1169556.142,6665.149919
238,343361.2737,1169556.142,6665.149919
239,341384.8757,1169266.072,6650.705681
239,341384.8757,1169266.072,6650.705681
239,341384.8757,1169266.072,6650.705681
239,341384.8757,1169266.072,6650.705681
240,343830.5188,1170177.929,6720.154068
240,344120.0845,1170177.929,6928.433251
240,343830.5188,1170472.509,6987.138869
240,344120.0845,1170472.509,7195.418052
241,343562.951,1168590.661,6418.888659
241,343562.951,1168590.661,6418.888659
241,343562.951,1168590.661,6418.888659
241,343562.951,1168590.661,6418.888659
242,344624.8782,1168088.754,6749.426369
242,344624.8782,1168088.754,6749.426369
242,344624.8782,1168088.754,6749.426369
242,344624.8782,1168088.754,6749.426369
243,343730.5731,1169024.797,7536.377681
243,343730.5731,1169024.797,7536.377681
243,343730.5731,1169024.797,7536.377681
243,343730.5731,1169024.797,7536.377681
244,344059.3965,1168948.514,6710.674069
244,344059.3965,1168948.514,6710.674069
244,344059.3965,1168948.514,6710.674069
244,344059.3965,1168948.514,6710.674069
245,344338.8804,1160518.06,6753.713151
245,344562.887,1160518.06,6986.965947
245,344338.8804,1160948.997,6829.967797
245,344562.887,1160948.997,7063.220593
246,344860.654,1165204.832,6858.655355
246,344860.654,1165204.832,6858.655355
246,344860.654,1165204.832,6858.655355
246,344860.654,1165204.832,6858.655355
247,341399.8179,1168854.803,6008.247721
247,341399.8179,1168854.803,6008.247721
247,341399.8179,1168854.803,6008.247721
247,341399.8179,1168854.803,6008.247721
248,343358.5411,1167918.986,6809.581971
248,343760.6236,1167918.986,6501.910058
248,343358.5411,1168628.697,6681.783942
248,343760.6236,1168628.697,6374.11203
249,344136.4883,1164811.453,6766.417856
249,344524.8165,1164811.453,6678.380884
249,344136.4883,1164876.639,6810.630885
249,344524.8165,1164876.639,6722.593913
250,343993.7352,1161015.386,6816.954457
250,343993.7352,1161015.386,6816.954457
250,343993.7352,1161015.386,6816.954457
250,343993.7352,1161015.386,6816.954457
251,342503.1441,1171673.269,6336.722882
251,342503.1441,1171673.269,6336.722882
251,342503.1441,1171673.269,6336.722882
251,342503.1441,1171673.269,6336.722882
252,344390.2339,1164425.185,7147.821482
252,344518.3964,1164425.185,7233.957259
252,344390.2339,1164630.39,6767.940385
252,344518.3964,1164630.39,6854.076161
253,342768.6868,1171436.407,6499.873723
253,342768.6868,1171436.407,6499.873723
253,342768.6868,1171436.407,6499.873723
253,342768.6868,1171436.407,6499.873723
254,343859.4215,1167443.02,6804.317734
254,343859.4215,1167443.02,6804.317734
254,343859.4215,1167443.02,6804.317734
254,343859.4215,1167443.02,6804.317734
255,344172.2039,1165470.781,6436.257127
255,344172.2039,1165470.781,6436.257127
255,344172.2039,1165470.781,6436.257127
255,344172.2039,1165470.781,6436.257127
256,343139.0288,1169177.859,6628.561518
256,343139.0288,1169177.859,6628.561518
256,343139.0288,1169177.859,6628.561518
256,343139.0288,1169177.859,6628.561518
257,341244.2606,1169586.734,6782.846259
257,341244.2606,1169586.734,6782.846259
257,341244.2606,1169586.734,6782.846259
257,341244.2606,1169586.734,6782.846259
258,344025.0048,1170063.979,7045.149575
258,344037.5912,1170063.979,7065.366654
258,344025.0048,1170525.747,6857.389003
258,344037.5912,1170525.747,6877.606082
259,343426.3317,1168685.356,6229.923922
259,343426.3317,1168685.356,6229.923922
259,343426.3317,1168685.356,6229.923922
259,343426.3317,1168685.356,6229.923922
260,342229.7873,1171699.26,6392.903053
260,342229.7873,1171699.26,6392.903053
260,342229.7873,1171699.26,6392.903053
260,342229.7873,1171699.26,6392.903053
261,340609.5595,1168308.685,7565.66254
261,340609.5595,1168308.685,7565.66254
261,340609.5595,1168308.685,7565.66254
261,340609.5595,1168308.685,7565.66254
262,343636.3666,1169670.54,7524.035288
262,343636.3666,1169670.54,7524.035288
262,343636.3666,1169670.54,7524.035288
262,343636.3666,1169670.54,7524.035288
263,341512.9753,1169425.86,6737.856996
263,341512.9753,1169425.86,6737.856996
263,341512.9753,1169425.86,6737.856996
263,341512.9753,1169425.86,6737.856996
264,341240.8185,1167672.538,7500.485164
264,341240.8185,1167672.538,7500.485164
264,341240.8185,1167672.538,7500.485164
264,341240.8185,1167672.538,7500.485164
265,341904.9784,1171255.206,6314.964378
265,341904.9784,1171255.206,6314.964378
265,341904.9784,1171255.206,6314.964378
265,341904.9784,1171255.206,6314.964378
266,342878.7534,1168844.469,6264.614485
266,343319.4383,1168844.469,6336.022629
266,342878.7534,1169078.026,6418.984962
266,343319.4383,1169078.026,6490.393106
267,344507.6305,1160387.493,6892.493285
267,344590.6915,1160387.493,6988.816072
267,344507.6305,1161013.28,6956.516924
267,344590.6915,1161013.28,7052.839711
268,344020.3035,1169828.213,6478.833243
268,344324.3255,1169828.213,6709.928381
268,344020.3035,1170437.807,6730.894167
268,344324.3255,1170437.807,6961.989306
269,344051.1324,1167426.379,6755.924111
269,344405.1391,1167426.379,6831.832673
269,344051.1324,1167465.561,6792.104451
269,344405.1391,1167465.561,6868.013014
270,343286.7843,1168873.971,7609.235598
270,343286.7843,1168873.971,7609.235598
270,343286.7843,1168873.971,7609.235598
270,343286.7843,1168873.971,7609.235598
271,342862.6846,1167536.344,6420.125183
271,342876.6153,1167536.344,6450.012226
271,342862.6846,1167764.437,6098.103119
271,342876.6153,1167764.437,6127.990162
272,344497.6101,1164837.166,6824.855935
272,344497.6101,1164837.166,6824.855935
272,344497.6101,1164837.166,6824.855935
272,344497.6101,1164837.166,6824.855935
273,341897.8046,1170827.089,6541.192853
273,341897.8046,1170827.089,6541.192853
273,341897.8046,1170827.089,6541.192853
273,341897.8046,1170827.089,6541.192853
274,341166.8413,1169307.507,6635.832655
274,341166.8413,1169307.507,6635.832655
274,341166.8413,1169307.507,6635.832655
274,341166.8413,1169307.507,6635.832655
