Longitude,Latitude,Depth,date,time
1.00303430557251E+00,1.29677752256393E+00,-1.95281740427017E+00,7/4/12,0.0148012
9.34107120335103E-01,1.17925554513931E+00,-1.98813325166702E+00,7/4/12,0.015101101
3.94838514924049E-01,1.30425072908401E+00,-1.94920395910740E+00,7/4/12,0.040617
5.06155073642731E-01,1.19147549867630E+00,-2.01462314128876E+00,7/4/12,0.0552455
4.24679774791002E-01,1.30220247507095E+00,-2.00336374044419E+00,7/4/12,0.130252101
1.32603988051414E-01,1.01695301532745E+00,-2.04016355276108E+00,7/4/12,0.205903199
1.40731524229049E+00,1.73042528629303E+00,-2.08486125767231E+00,7/4/12,0.2244366
1.68836811780930E+00,1.60723065137863E+00,-2.04889733791351E+00,7/4/12,0.225735001
5.81441175937653E-01,2.09183225631713E+00,-2.10857886373997E+00,7/5/12,0.015652299
8.50508749485016E-01,1.36970769166947E+00,-1.94185810387135E+00,7/5/12,0.063457102
1.25035573244095E+00,1.75327526330948E+00,-2.05474479198456E+00,7/5/12,0.2008336
4.18942327052355E-01,1.25164476633072E+00,-2.09280400276184E+00,7/5/12,0.213014401
1.09671581983566E+00,1.89816832542419E+00,-2.06044280529022E+00,7/6/12,0.0034093
1.47894984483719E+00,1.35865899324417E+00,-2.09516612291336E+00,7/6/12,0.0433232
4.63893714547157E-01,1.26404898166657E+00,-1.98854371011257E+00,7/6/12,0.233934101
7.50870400667191E-01,1.27178500890732E+00,-1.94896971881390E+00,7/7/12,0.1342378
5.79568603634834E-01,1.21108647584915E+00,-2.01875531077385E+00,7/7/12,0.1643521
9.71245938539506E-01,1.38427537679673E+00,-1.84766875803471E+00,7/7/12,0.2040268
5.09451878070832E-01,1.20836496353149E+00,-2.03004852533341E+00,7/8/12,0.000709299
9.20250092446804E-01,1.44563461542130E+00,-1.88692718148231E+00,7/8/12,0.072835699
3.68019321560859E-01,1.26585327386856E+00,-1.86765724122524E+00,7/8/12,0.1252384
1.51116591691971E+00,1.59277071952819E+00,-2.05476225018502E+00,7/8/12,0.133425299
7.90023411810399E-01,1.75023708343506E+00,-1.92582667469978E+00,7/9/12,0.0647006
7.10179269313812E-01,1.78878202438355E+00,-1.96580660641193E+00,7/9/12,0.070425801
1.09411097764969E+00,9.38738445937634E-01,-2.09465966224671E+00,7/9/12,0.090314001
1.61444541215897E+00,7.09200865030289E-01,-1.94744853675366E+00,7/9/12,0.095516399
5.10277279466390E-01,1.43041502237320E+00,-1.97992187738419E+00,7/9/12,0.100131799
9.65265519917012E-01,1.58449455797672E+00,-1.86871231794358E+00,7/9/12,0.105851602
9.6989146471024E-01,1.48551537990570E+00,-1.99240038096905E+00,7/9/12,0.193537399
1.50036940574646E+00,1.44056854248047E+00,-1.99764864444733E+00,7/9/12,0.2026048
9.75844705104827E-01,1.53011266291142E+00,-2.00130145549774E+00,7/10/12,0.024113901
4.99987164139747E-01,1.29758398532868E+00,-1.99436437785625E+00,7/10/12,0.111032899
8.97912901639939E-01,1.23747043609619E+00,-2.07959858179092E+00,7/10/12,0.131510202
3.58759692311287E-01,1.21377273797989E+00,-1.92915422916413E+00,7/11/12,0.041818202
1.73580532073975E+00,2.13851660490036E+00,-2.30957751274109E+00,7/11/12,0.173340902
1.13028728067875E+00,2.19913730621338E+00,-2.17172262668609E+00,7/12/12,0.045903798
1.32955836057663E+00,9.61001977324486E-01,-2.09389698505402E+00,7/12/12,0.0509247
1.17069585323334E+00,2.02569905519485E+00,-2.06397522687912E+00,7/12/12,0.051323801
9.96128773689271E-01,1.46771537065506E+00,-1.99431483447552E+00,7/12/12,0.052346598
9.29608851671219E-01,1.39980171918869E+00,-1.92654030919075E+00,7/12/12,0.052617598
9.3132393360138E-01,1.43165504932403E+00,-2.02062584161758E+00,7/12/12,0.0632178
9.11336863040925E-01,1.40208684206009E+00,-1.94786350727081E+00,7/12/12,0.065202199
1.04156668186188E+00,1.51246262788773E+00,-2.09832193851471E+00,7/12/12,0.072108202
1.04152693748475E+00,1.50824581384659E+00,-1.98167481720448E+00,7/12/12,0.0746268
9.05339062213898E-01,1.59231463968754E+00,-2.04983832836151E+00,7/12/12,0.0748026
1.05763972997666E+00,1.53159768581391E+00,-2.01504015326500E+00,7/12/12,0.0817382
9.28057557344437E-01,1.39667984247208E+00,-2.02885206639767E+00,7/12/12,0.083752599
1.04858814477920E+00,1.50543687641621E+00,-1.98588702678681E+00,7/12/12,0.085646302
1.01728645563125E+00,1.5314366579056E+00,-1.97562520205975E+00,7/12/12,0.091524199
9.30263429880143E-01,1.39973202943802E+00,-1.86113846600056E+00,7/12/12,0.1057579
1.29377939701081E+00,1.59973742067814E+00,-2.12125797271729E+00,7/12/12,0.1128015
1.00231991708279E+00,1.87153968811035E+00,-2.29578955173493E+00,7/12/12,0.115007699
9.14021550118923E-01,1.40048259496689E+00,-1.86677042841911E+00,7/12/12,0.124912102
1.12080616950989E+00,1.38807665109635E+00,-2.04831590056420E+00,7/12/12,0.125037499
1.14371575117111E+00,1.49427552521229E+00,-2.00147086381913E+00,7/12/12,0.133226801
1.11508459150792E+00,1.38928707838059E+00,-2.07032132744789E+00,7/12/12,0.163407002
8.68185605108738E-01,1.79377828836441E+00,-2.02004469633102E+00,7/12/12,0.214240398
4.56620988249778E-01,1.62140730619431E+00,-1.95976031124592E+00,7/13/12,0.011004999
-1.02976331710815E+00,1.95410035848618E+00,-2.09680287241936E+00,7/13/12,0.1129045
4.65747880935669E-01,1.26899867057800E+00,-2.08891101479531E+00,7/13/12,0.2031538
1.24593341350555E+00,1.41247065961361E+00,-1.95397299528122E+00,7/14/12,0.011041101
4.20575526356697E-01,1.21245356798172E+00,-1.90240303277969E+00,7/14/12,0.0153163
9.18106181919575E-01,1.59854686260223E+00,-1.87597855329513E+00,7/14/12,0.015320301
1.03800690174103E+00,1.50964595079422E+00,-2.00288638770581E+00,7/14/12,0.0516495
1.20497729480267E+00,1.82611932754516E+00,-2.04297696352005E+00,7/14/12,0.091206498
1.10809180736542E+00,1.60057599544525E+00,-1.97662067413330E+00,7/14/12,0.124237001
1.00920114815235E+00,1.50951255559922E+00,-1.99486047625542E+00,7/14/12,0.131101601
9.92442202568055E-01,1.48514904975891E+00,-1.99016960561276E+00,7/14/12,0.213715401
1.06146650314331E+00,1.53250150680542E+00,-2.01003438234330E+00,7/15/12,0.0545444
1.10379309654236E+00,1.59898593425750E+00,-2.1047789990902E+00,7/15/12,0.0622552
8.31333072483540E-01,1.35419586896897E+00,-2.09258356690407E+00,7/15/12,0.2103443
9.18776209652424E-01,1.39579285383225E+00,-2.02167273163796E+00,7/16/12,0.044146098
9.70993912220001E-01,1.46391974687576E+00,-2.07313526868820E+00,7/16/12,0.072940301
9.14138372242451E-01,1.39535449743271E+00,-1.85323467254638E+00,7/16/12,0.095833
9.0484102815390E-01,1.39570721387863E+00,-1.96903105378151E+00,7/16/12,0.141346399
1.12118189632893E+00,1.46902036368847E+00,-2.07250955700874E+00,7/16/12,0.153428499
9.22586804628373E-01,1.39519041776657E+00,-1.93408165574074E+00,7/16/12,0.220334198
9.87219095230103E-01,1.43860818147659E+00,-2.05392231941223E+00,7/16/12,0.224052299
1.14550132751465E+00,1.80098854303360E+00,-2.20274966359138E+00,7/17/12,0.001935199
8.81081828474998E-01,1.37227287292480E+00,-2.09025061130524E+00,7/17/12,0.004051801
9.6498531103134E-01,1.50618113279343E+00,-1.97915751636029E+00,7/17/12,0.0753248
9.26410061120987E-01,1.39600166082383E+00,-1.96455627381802E+00,7/17/12,0.100245401
1.08012460470200E+00,1.55202089548111E+00,-2.05005207061767E+00,7/18/12,0.130212799
9.21036559343338E-01,1.39475165605545E+00,-2.01195963621140E+00,7/18/12,0.130352601
9.24934893846512E-01,1.39544414281845E+00,-2.03204041123390E+00,7/18/12,0.154642198
-5.20920671522622E-02,1.91290235519409E+00,-2.06641492247582E+00,7/18/12,0.1823483
9.86799517273903E-01,1.52539233267307E+00,-2.06584584712982E+00,7/19/12,0.005011301
1.34631600379944E+00,1.61714740991592E+00,-2.04870720505715E+00,7/19/12,0.0311107
3.61467579007149E-01,1.21252847909927E+00,-2.04492612481117E+00,7/19/12,0.033709198
9.23339611291886E-01,1.39402378797531E+00,-2.01542033553124E+00,7/19/12,0.033836201
1.51634863615036E+00,1.81303282976150E+00,-2.07845716476441E+00,7/19/12,0.064957902
9.87966179847718E-01,1.50656567811966E+00,-1.98458498418331E+00,7/20/12,0.001751699
9.75348818302154E-01,1.5357409477234E+00,-2.09886430501937E+00,7/20/12,0.0608471
2.38757595419883E-01,1.84220829904079E+00,-2.01242152750493E+00,7/20/12,0.075430602
1.44280233383179E+00,1.75745079517365E+00,-2.03933625817299E+00,7/20/12,0.133922201
6.57665310427544E-03,2.08453679084778E+00,-2.02426642179489E+00,7/20/12,0.1420401
1.27728416919708E+00,1.38309068679810E+00,-2.29877336025238E+00,7/20/12,0.1425182
1.27073890268803E+00,1.34699680805207E+00,-2.28388702869415E+00,7/20/12,0.142621201
1.09856218099594E+00,2.04184253215790E+00,-2.02189660072327E+00,7/20/12,0.142708499
1.55953004360199E+00,7.41149657964706E-01,-1.92939067184925E+00,7/20/12,0.143629599
8.21950489282609E-01,1.43583883047104E+00,-1.89314293861389E+00,7/20/12,0.1638464
1.12076733112335E+00,1.99870270490646E+00,-2.15948278307915E+00,7/22/12,0.011004601
1.09805611371994E+00,1.07429012656212E+00,-2.07854461669922E+00,7/22/12,0.0619516
1.29487854242325E+00,1.99653981924057E+00,-2.32222321033478E+00,7/22/12,0.0620564
2.45083579421043E-01,2.08784857988358E+00,-2.00860334634781E+00,7/22/12,0.062310599
2.10978668183088E-01,1.99135659635067E+00,-2.12771863937378E+00,7/22/12,0.121939499
1.47009019553661E-01,2.08182973861694E+00,-2.02973757982254E+00,7/22/12,0.1353557
1.64443463087082E+00,6.76796990633011E-01,-1.91490554809571E+00,7/22/12,0.140335999
9.59655976295475E-01,1.75016555786133E+00,-1.97892605364323E+00,7/23/12,0.1020335
1.10524787902832E+00,1.57720032930374E+00,-1.98710552155972E+00,7/23/12,0.102206402
9.21043854951859E-01,1.59315382540226E+00,-2.12193294763565E+00,7/23/12,0.134614799
9.91802978515625E-01,1.64442675113678E+00,-1.95490136146545E+00,7/23/12,0.153608501
1.82697233557701E-01,1.95965057611466E+00,-2.11043578386307E+00,7/23/12,0.172046401
1.64402712583542E+00,1.39699245691300E+00,-2.07742224931717E+00,7/23/12,0.201101501
9.34582781791684E-01,1.58676474392414E+00,-1.91978484392166E+00,7/23/12,0.2025254
9.91049838066102E-01,1.55480669736862E+00,-1.89880038499832E+00,7/24/12,0.072205201
1.71113373339176E-01,1.97998694181442E+00,-1.97889628410339E+00,7/24/12,0.1328138
1.27024822309614E-01,2.10637962818146E+00,-2.07583484649659E+00,7/24/12,0.144003998
1.42058998346328E+00,1.18713970184326E+00,-2.03182811737061E+00,7/24/12,0.183825899
1.31227263212204E+00,1.37927708625793E+00,-1.98048838376999E+00,7/24/12,0.184005201
1.15618216991424E+00,1.61433998346329E+00,-2.01892845034599E+00,7/24/12,0.1935196
1.30501208305359E+00,1.66227773427963E+00,-2.08897677063942E+00,7/24/12,0.203258
7.55790919065476E-01,1.59835502207279E+00,-2.07665638923645E+00,7/24/12,0.205459401
1.13105106353760E+00,1.63548603057861E+00,-2.12419763207435E+00,7/25/12,0.025757302
3.67486527562141E-01,1.21910134553909E+00,-1.92746894359588E+00,7/25/12,0.040436801
1.64864457845688E+00,6.79104787111282E-01,-2.01508002877236E+00,7/25/12,0.134033799
9.82344412803650E-01,1.57292277812958E+00,-2.18677109479904E+00,7/25/12,0.134059101
3.81401658058167E-01,1.35180587768554E+00,-1.95250061452389E+00,7/26/12,0.0036375
1.17472616434097E+00,1.9036628484726E+00,-2.01100144386292E+00,7/26/12,0.011909399
8.63605231046677E-02,1.81295370757579E+00,-1.85459622144699E+00,7/26/12,0.042721499
1.47267056703567E+00,1.79914466142654E+00,-2.08368640840054E+00,7/26/12,0.171237901
4.37376589328051E-01,1.236889564991E+00,-2.04812828302383E+00,7/26/12,0.171612501
6.72128925332800E-02,1.99752432107925E+00,-1.94941321611405E+00,7/26/12,0.2145284
3.86270186305046E-01,1.48149000406265E+00,-2.27541673183441E+00,7/27/12,0.043014001
4.13546732068061E-01,1.25340019464493E+00,-1.94077968597412E+00,7/27/12,0.194100201
1.52066808938980E+00,1.7798041343689E+00,-1.97438013553619E+00,7/27/12,0.194118299
1.11505882740021E+00,2.19854664802551E+00,-2.10506327152252E+00,7/27/12,0.1949379
2.62309871613975E-02,2.00482977926731E+00,-1.92884736061096E+00,7/27/12,0.195555799
2.82138100266457E-01,1.72370788156986E+00,-1.94758075475693E+00,7/27/12,0.213149901
1.0357666373253E+00,6.05774117261171E-01,-1.95875799655915E+00,7/27/12,0.215654802
2.80930104851723E-01,1.30966773033142E+00,-1.94793185889721E+00,7/27/12,0.222036898
2.11712127923966E-01,1.48980509042740E+00,-2.06123691797257E+00,7/27/12,0.2238205
1.51813563108444E+00,1.86136205196380E+00,-2.00725529193878E+00,7/27/12,0.230121501
8.26510007679463E-01,1.77249401807785E+00,-1.94083577394486E+00,7/28/12,0.002835501
4.24847295880318E-01,1.30664597749710E+00,-2.00530449151993E+00,7/28/12,0.0227139
1.50947736501693E+00,1.81618276834488E+00,-2.07058091163636E+00,7/28/12,0.064511001
7.86908772587776E-01,1.42972458600998E+00,-1.82457320690155E+00,7/28/12,0.1549039
1.16911492347717E+00,1.8471104860306E+00,-2.04075340032577E+00,7/28/12,0.2026571
1.00204758644104E+00,1.47946404218674E+00,-1.96220812797546E+00,7/28/12,0.2031001
1.09797396659851E+00,1.93196945190429E+00,-2.10653306841850E+00,7/28/12,0.213751402
1.64617279767990E+00,1.57416065931320E+00,-2.11827918291092E+00,7/28/12,0.214100499
8.79752695560456E-01,1.39571019411087E+00,-1.91011127531528E+00,7/28/12,0.2142005
1.46087745428085E+00,1.77534457445145E+00,-2.11078327000141E+00,7/28/12,0.232213899
1.24308249950409E+00,1.65288494825363E+00,-1.96870063245297E+00,7/28/12,0.2333203
7.39372932910920E-01,1.59761413335801E+00,-1.93997799158096E+00,7/29/12,0.000142802
5.27153551578522E-01,1.21637970209122E+00,-2.05681168437004E+00,7/29/12,0.0155157
8.28519997000694E-01,1.46101957559585E+00,-1.95817982554436E+00,7/29/12,0.081930101
9.81904441118241E-01,1.58928939402104E+00,-2.07661420106888E+00,7/29/12,0.124218699
9.04972302913666E-01,1.57635084390640E+00,-2.05518437623978E+00,7/29/12,0.124226
6.06020906567573E-01,1.03589503765106E+00,-2.05012231469154E+00,7/29/12,0.1243021
2.73890987038612E-01,1.47860213518143E+00,-1.91243415772915E+00,7/29/12,0.1244293
1.18703947067261E+00,1.74036588668823E+00,-2.03176422119141E+00,7/29/12,0.125935402
1.65918325185776E+00,7.33783334493637E-01,-2.07756189703941E+00,7/29/12,0.1416118
1.29731631278992E+00,1.63311023712158E+00,-1.96648461222649E+00,7/29/12,0.155802701
1.08889336585999E+00,1.50993210077286E+00,-2.0594518661499E+00,7/29/12,0.175219201
9.69289582967759E-01,1.1156996011734E+00,-2.05680088996887E+00,7/30/12,0.090316799
1.58416082859039E+00,1.57359189987182E+00,-2.15460444688797E+00,7/30/12,0.094923601
1.23506932258606E+00,1.57937650680542E+00,-1.82224490642547E+00,7/30/12,0.2108352
2.27234181761741E-01,1.96374688148498E+00,-2.00087511241436E+00,7/30/12,0.230054799
1.39642122983932E+00,1.84019538462162E+00,-2.11167890131473E+00,7/31/12,0.012712799
1.58533023595810E+00,6.47341161966324E-01,-1.90773821473122E+00,7/31/12,0.041123401
1.03973665237427E+00,1.54879339933395E+00,-1.94727584123612E+00,7/31/12,0.050113901
9.92926502227784E-01,1.50970715284348E+00,-1.95139354169369E+00,7/31/12,0.082043901
9.64601887762547E-01,1.53167915344238E+00,-1.98297822177410E+00,7/31/12,0.1834406
1.06392939090729E+00,1.69046591520309E+00,-2.01290135383606E+00,7/31/12,0.215322901
1.10383121967316E+00,1.78079246282577E+00,-1.93330431580544E+00,8/1/12,0.005122598
9.64455737173558E-01,1.52731217443943E+00,-1.95025013685227E+00,8/1/12,0.014653102
9.48116058111191E-01,1.5107564330101E+00,-1.96446220874786E+00,8/1/12,0.062333401
1.08113986253738E+00,1.59956889152526E+00,-2.07709456682205E+00,8/2/12,0.0356456
9.95158076286316E-01,1.55511921644211E+00,-1.91030241250992E+00,8/2/12,0.0936579
1.0833433508873E+00,1.71244277954101E+00,-2.00613607168198E+00,8/3/12,0.014443099
1.01499248743057E+00,1.53211193084717E+00,-1.99102294445038E+00,8/3/12,0.015224099
1.08198739290237E+00,1.55460668802261E+00,-1.93625454008579E+00,8/3/12,0.142046701
9.23634201288224E-01,1.39745420217514E+00,-1.93987694382667E+00,8/3/12,0.184158001
8.98798692226410E-01,1.57669516801834E+00,-1.95082138478756E+00,8/4/12,0.001838401
9.91238522529602E-01,1.48184920847416E+00,-1.94789839982987E+00,8/4/12,0.011428799
4.74833801388740E-01,1.35404487848282E+00,-1.97673314511776E+00,8/4/12,0.0238529
8.95541274547577E-01,1.46334840059280E+00,-1.94968028962612E+00,8/4/12,0.123348001
1.03516209125519E+00,1.59804959297180E+00,-1.93617126643658E+00,8/5/12,0.124013901
9.0666986554861E-01,1.59800000190734E+00,-1.9327620327473E+00,8/6/12,0.0331298
9.06622372567653E-01,1.39588645696640E+00,-1.89656006097794E+00,8/6/12,0.0331413
9.23425680398942E-01,1.39596110582352E+00,-1.91357699632645E+00,8/6/12,0.0539493
1.00951881408692E+00,1.51078593730927E+00,-1.84277723133564E+00,8/6/12,0.055334799
2.12626663446427E+00,1.33084136247635E+00,-2.04697191715241E+00,8/6/12,0.072456099
1.47054296731949E+00,1.50810855627060E+00,-2.01586093902588E+00,8/6/12,0.2245287
1.52922800779343E+00,1.37925859391689E+00,-2.11678508520127E+00,8/7/12,0.002248801
1.48645129203796E+00,1.39878071546555E+00,-2.05003186464309E+00,8/7/12,0.0512214
1.51161094903946E+00,1.57687429189682E+00,-1.98491427898407E+00,8/7/12,0.095427301
1.26457855701446E+00,1.43932769596577E+00,-2.01571824550629E+00,8/7/12,0.151834
1.33758511543274E+00,1.77804430723190E+00,-2.06246002316475E+00,8/7/12,0.1526419
1.74391500949860E+00,2.64107389450073E+00,-2.09731674194336E+00,8/8/12,0.0215462
1.16529389005155E-01,1.97991968393326E+00,-2.03924833536148E+00,8/8/12,0.141624101
-1.06205015182495E+00,2.05578840970994E+00,-2.10429254770279E+00,8/8/12,0.160544701
8.23802131414414E-01,1.45799739360810E+00,-1.97205600738526E+00,8/9/12,0.0551215
-1.32386481761932E-01,2.05021856427193E+00,-2.02110627889633E+00,8/9/12,0.145401102
4.26912334561348E-01,1.05402297973633E+00,-1.94068199098110E+00,8/9/12,0.1952115
3.23320013284684E-01,7.91479688882828E-01,-2.11896747350693E+00,8/10/12,0.101041801
3.44746109843254E-01,8.60829854011536E-01,-2.01532009840011E+00,8/10/12,0.1149261
1.53748085349798E-01,9.27977961301804E-01,-1.94909579753875E+00,8/10/12,0.142812401
-1.15752191543579E+00,2.00032554864883E+00,-2.11340214610100E+00,8/11/12,0.142957799
1.40204319953919E+00,1.61700901985168E+00,-1.91965467631817E+00,8/11/12,0.171026699
1.28641323149204E+00,1.72893645763397E+00,-1.92727732658386E+00,8/12/12,0.040821198
1.28776793479920E+00,1.59452544450760E+00,-1.96266728937626E+00,8/12/12,0.0531247
1.38059533834457E+00,1.57091039419174E+00,-1.95914344787598E+00,8/12/12,0.1358031
1.37544718086720E+00,1.43115522265435E+00,-1.81071437597274E+00,8/12/12,0.164931599
1.58471220731735E+00,6.47423321008682E-01,-1.90786173939705E+00,8/15/12,0.094246801
9.88830411434172E-01,1.98919728994369E+00,-2.00266425609589E+00,8/17/12,0.031940799
1.06937985718250E+00,1.57638310194015E+00,-1.90993393957615E+00,8/17/12,0.045442201
1.13377416133881E+00,1.41409350633622E+00,-1.91957289874553E+00,8/18/12,0.014313299
1.18336344957351E+00,1.60659816265106E+00,-2.31933677196503E+00,8/18/12,0.113211501
9.49013996124271E-01,2.03766071796417E+00,-2.08356175422668E+00,8/18/12,0.231800701
1.29727053642273E+00,1.83563084602356E+00,-2.07257226109504E+00,8/20/12,0.221735101
1.33227474689484E+00,1.69221497774124E+00,-1.98764690160751E+00,8/21/12,0.0422493
9.17397457361222E-01,1.38930948972702E+00,-1.94339894056320E+00,8/21/12,0.0823429
9.18294507265091E-01,1.38977111577988E+00,-1.93043915033340E+00,8/22/12,0.0653129
1.0041109919548E+00,1.53656319379807E+00,-1.9740382552147E+00,8/24/12,0.140728001
1.93476417846978E-01,1.21085263490677E+00,-1.97352008223533E+00,8/24/12,0.202942599
9.28365397453312E-01,2.10307481288910E+00,-2.06028153896332E+00,8/24/12,0.203808099
1.32301962375641E+00,1.56669400930404E+00,-1.95872299373150E+00,8/25/12,0.003833599
8.95215760171413E-01,1.38971127271653E+00,-1.90698192715645E+00,8/25/12,0.183432899
9.17219263315201E-01,1.39068301916123E+00,-1.91201368570328E+00,8/26/12,0.002747301
1.15916448831558E+00,1.73685338497161E+00,-1.98281065225601E+00,8/26/12,0.012538899
1.02522568702698E+00,1.50309516191483E+00,-2.08283871412277E+00,8/26/12,0.171602
1.00158871859312E+00,1.44675171375275E+00,-1.98959977626801E+00,8/26/12,0.221026499
9.75613218545914E-01,1.42839144468308E+00,-1.94948828816414E+00,8/27/12,0.030305199
1.02826275825501E+00,1.32092031240463E+00,-2.00547763109208E+00,8/27/12,0.091517001
9.179576218128E-01,1.21009143590927E+00,-1.92025242745876E+00,8/27/12,0.124857701
8.47692143917083E-01,1.49986392259598E+00,-1.99585218429566E+00,8/28/12,0.1017376
9.02546249330043E-01,1.38929117918015E+00,-1.93823364675045E+00,8/29/12,0.041510899
9.18577128648758E-01,1.38976792097092E+00,-1.85459712445736E+00,8/31/12,0.091213901
9.07035215198994E-01,1.38663502931595E+00,-1.92710437178612E+00,9/1/12,0.051931102
9.86555194854737E-01,1.54588018655777E+00,-1.93226906955242E+00,9/2/12,0.22064
9.16658622026444E-01,1.38818515539170E+00,-1.88080698549747E+00,9/3/12,0.045804001
9.02852569520473E-01,1.38831533193589E+00,-1.83328028917313E+00,9/3/12,0.144549798
9.13759858906269E-01,1.38997691869736E+00,-2.00069162249565E+00,9/5/12,0.0116009
8.70033001899720E-01,1.50117365121842E+00,-1.96972878873349E+00,9/5/12,0.041629899
9.21068888902665E-01,1.39050663709641E+00,-1.87946862280369E+00,9/5/12,0.073136099
9.14560253918171E-01,1.38988453149796E+00,-1.84457598924637E+00,9/5/12,0.090513501
1.00274796783924E+00,1.62050509154796E+00,-1.96873737573624E+00,9/5/12,0.0952259
9.19645601511002E-01,1.38880909681321E+00,-2.05511114001274E+00,9/5/12,0.1548368
8.99071538448334E-01,1.39045103788376E+00,-1.97143411934376E+00,9/5/12,0.220645901
9.14408642053605E-01,1.38863881826401E+00,-1.89297242462635E+00,9/5/12,0.220656201
9.88038706779480E-01,1.46294374167919E+00,-1.94897719621659E+00,9/5/12,0.221755698
9.03909073770046E-01,1.39089487791062E+00,-2.09152531027794E+00,9/6/12,0.0148069
1.07792695760727E+00,1.68497644662857E+00,-2.23575512766838E+00,9/6/12,0.040640399
9.45120400190354E-01,1.50190488100052E+00,-1.97827570438385E+00,9/6/12,0.0542465
9.15101464092732E-01,1.39173277616501E+00,-1.85464374125004E+00,9/6/12,0.161846399
9.21571880578995E-01,1.39009317159653E+00,-1.93315402865410E+00,9/6/12,0.162402
9.0095504373312E-01,1.39239970445633E+00,-1.96278837919235E+00,9/6/12,0.1624032
1.03429505825043E+00,1.50346988439560E+00,-2.00373116731644E+00,9/6/12,0.214630902
9.44112914800644E-01,1.43552817106247E+00,-1.95992951691150E+00,9/6/12,0.2356412
9.43025487661362E-01,1.50782611072063E+00,-2.00038346052170E+00,9/7/12,0.182921901
9.20141726732254E-01,1.39025160074234E+00,-1.97424850165844E+00,9/7/12,0.2238236
9.6748057603836E-01,1.50261071920395E+00,-1.96943459510803E+00,9/7/12,0.223826401
9.43223994970322E-01,1.59608561992645E+00,-2.04322446584701E+00,9/8/12,0.021656498
9.83483290672303E-01,1.50538405179978E+00,-2.02509800195694E+00,9/8/12,0.024731498
1.03260378837586E+00,1.52952215671539E+00,-1.95284942090511E+00,9/8/12,0.1116083
9.21498137712479E-01,1.39125479459763E+00,-1.89416865110398E+00,9/8/12,0.200127602
8.99570357799530E-01,1.45927139520645E+00,-1.98850510120392E+00,9/8/12,0.201305799
1.01490350961685E+00,1.59351820945739E+00,-1.93812159299851E+00,9/8/12,0.2305246
9.23994427919388E-01,1.59349927902221E+00,-1.94816767275334E+00,9/8/12,0.233805802
8.94581401348114E-01,1.56989055871963E+00,-1.95829922854900E+00,9/8/12,0.2338579
8.77526196837425E-01,1.37163283824920E+00,-1.82200887203216E+00,9/8/12,0.2340056
9.1821432709694E-01,1.38935369253159E+00,-2.02210677862167E+00,9/9/12,0.0033172
9.18361049890519E-01,1.38873959779740E+00,-1.94681986570359E+00,9/9/12,0.0807411
9.47399584949016E-01,1.49119316935540E+00,-1.96961387395859E+00,9/10/12,0.025736399
9.14920480549336E-01,1.39241961240769E+00,-2.03054379820823E+00,9/10/12,0.062352698
9.13659341633320E-01,1.38914541006089E+00,-1.92397452592850E+00,9/10/12,0.0745176
9.63840591907501E-01,1.2983922243118E+00,-1.96653169095517E+00,9/10/12,0.132220399
9.93696510791775E-01,1.53158795833588E+00,-1.98915055990219E+00,9/10/12,0.1351007
1.10581288337707E+00,1.57255989313125E+00,-1.89720919430256E+00,9/10/12,0.151626799
9.2327545285225E-01,1.39172252416611E+00,-1.90379296243191E+00,9/10/12,0.175347101
3.54892352223396E-01,1.21253429651260E+00,-2.05994350910187E+00,9/10/12,0.221658699
-1.14481801986694E+00,2.06772797107697E+00,-2.11556638479233E+00,9/11/12,0.0320087
1.56235344409943E+00,1.68042762279511E+00,-2.04707021713257E+00,9/11/12,0.122940298
1.03700537681580E+00,1.60468450486660E+00,-2.00223306417466E+00,9/11/12,0.141014799
1.24951553344726E+00,1.37030010223388E+00,-2.31465847492218E+00,9/11/12,0.201747201
6.82726155221462E-01,1.77223756313324E+00,-1.97754615545273E+00,9/12/12,0.001624301
1.81959643363953E+00,9.99984556436539E-01,-2.00703212022782E+00,9/12/12,0.122215401
2.66452091932297E-01,1.12577955722809E+00,-1.97792221307755E+00,9/14/12,0.0239565
1.67514898777008E+00,1.20881499052047E+00,-2.04286881685257E+00,9/14/12,0.032101799
1.84163223505020E+00,1.10979330539703E+00,-2.06841441392899E+00,9/14/12,0.043529399
1.33427779674530E+00,1.04685323238373E+00,-1.97390542328358E+00,9/14/12,0.0504185
9.79394435882569E-01,1.90315469503403E+00,-2.03065145015717E+00,9/14/12,0.114731301
1.00274775773287E+00,1.36331132650376E+00,-1.85793738365173E+00,9/14/12,0.160137601
1.71604968309403E+00,5.90155345201492E-01,-2.08387376666069E+00,9/15/12,0.0500375
9.74811206758022E-01,1.41406990289688E+00,-1.90883492827416E+00,9/15/12,0.070701599
1.65752342939377E+00,1.22685286998749E+00,-2.10459516048432E+00,9/15/12,0.2017042
1.23551808483899E-01,2.19059592485428E+00,-2.01945495605469E+00,9/16/12,0.0920096
1.69163693189621E+00,7.09884363412857E-01,-2.02838361263275E+00,9/16/12,0.103941899
1.87457182407380E+00,1.25473049879074E+00,-2.07069654464722E+00,9/16/12,0.110036399
1.49634262323379E+00,1.42131971120835E+00,-1.98537921309471E+00,9/17/12,0.092334598
1.89996839314699E-01,2.34670829772949E+00,-1.82233130931854E+00,9/17/12,0.0937135
2.79021599888801E-01,1.28065748214722E+00,-1.91147998869419E+00,9/17/12,0.093822401
